label,text
0,i i dont know i find u hahahahha lots ppl
0,long good day although feeling little ill im sure survive bed asap
0,got dicks deluxe frie strawberry shake bitch envi
1,alexithymia depression affect quality life patients with chronic pain a study 205 patients with fibromyalgia
1,why bosses take depression seriously need day really fucking crazi
0,shoot i got breakfast already infront
0,heya could check music would amazing find think www youtube com hanastephensonmusic xxx
1,depression isz r
0,watching the sandlot such class
1,i wish could pick choose hits i also wish people understood
1,so route tims iced coffee forced get starbucks cold brew i needed add rest cream 7 sugars it tastes like depression met cocaine not thril
1,hey guess pills lower sex drive much hate want stop taking depression still kicking sigh someone make horny pls takes much energi
1,are worried postpartum depression we advice signs look
0,i like pic last one one lol i phone i see bkground though
1,exercise doctor order prevent depress
1,i thought theses day mental health matters 17 year old calls docs get call back says depression told manage receptionist worst people r
0,goodnight twitt fam good c c stand 2 every1 check
0,wow l o v e new geeky avatar
1,when fine bit productive school home why burnout occasional depression get end semest
1,mom depression tied kids emotional intellectual develop
0,want say shock posted secret sent thank
1,i sure one said yoga improve depress
1,depression slowly beating ass
0,premium domains stay ahead geniu
1,my go graphic design instructor tom satori blew mind sharing story surviving taming life threatening anxiety disorder so glad watch great design
1,depression literally biggest bitch
0,the mpx blizzard slippery beast takes full field length land need counteract axi 2820 10 chut
0,hahaha ariza girl gasol girl odom girl farmar girl vujacic girl names would u like on
0,thanks sis just to make sur
0,going mot 19th happy birthday lovely ladi
1,this depression shit game i got ta shake shit man
1,just trying get the depression gets worse every time something like happens i reminded children grandparents it husband sister that left
1,awesome vintage amber glass depression era serving plate handl
0,bye see u day that sounds funni
0,yeah spent practically weekend bed wudnt mind spendin time lazy lazy lazi
0,you look really good i think
0,get 100 followers day using www tweeteradder com once add everyone train pay vip
1,depression kills anim
1,in honest open honest article rohan talks diabetes depression it long one much worth read
1,teacher mentioned depression class everyone started look
0,finished weeds last night doug rules used heat 08 30 hot
1,depression walk home work type beat
0,i hav crush watson dammmm fine hel
1,looking forward next week depression fictional charact
1,depression is real idnt wan na be her
1,my life pure depression like else new
0,i get see much airport i landed e my gate c12
1,thor family drama reason i depress
1,lucid dreaming helps depress
0,thanks you way like t shirts congrats miss
0,moring people i ve been up since 9 meds worked best night sleep everrrrrrrrrrrrrrrrr
1,psychology says depression often result thinking creating problems initially exist
1,i looking 4 local help 2 get fit i used 2 driven wiv fitness anxiety n depression took i ready 2 fight bk need help 2 ease bk i rushed wiv bad results i disciplined hands some1 patient please help
0,landed gabe picked tim
0,low oh little chicks flown
1,digital depression actual thing days lorttttt i miss myspace days aol setting becom
0,i agree i love purple though
0,going mac sephora lush mom today excit
1,depression villainous st
0,download i say absolutely amazing one best weekends life so gut
1,i added video playlist vines cured depress
0,however always tomorrow
1,of course emerge depression still obsessed gon na head right back
1,ketamine nasal spray shows promise against depression suicid
0,already got mine wait see rock stage soooo excit
0,i know it great day spending whole day ev
1,i agree too much hope around we seen depression yet
1,depression college actually high law school percentage sky rockets providing space overwhelmed students take break cry actually really good idea
0,lol thank suggesting us follow
0,i hear flat balcony talking macs iphones when i ever escape stuff
1,screen all teens for depress
1,depression 3
0,still listening not the only person repeat now impatient july two reasons baby the rumble strips album
1,stop exposing depression u fucking bitcj
0,come join meh family guy adultswim
1,depression keeps making hard get bed know wrong getting wors
1,wakes great mood anxiety yodepress
1,depression cured though next
1,how even deal cure depress
1,depression suck
0,ok i think right time get dressed grab margarita totopos 2
